"tconst","averagerating","numvotes"
"tt5325878","7.5000","304"
"tt5326482","9.2000","26"
"tt5330596","5.9000","89"
"tt5337480","5.5000","341"
"tt5337524","7.3000","6"
"tt5337696","8.6000","64"
"tt5337760","6.6000","99"
"tt5338620","8.2000","49"
"tt5340516","5.8000","450"
"tt5343070","9.0000","18"
"tt5344086","3.2000","305"
"tt5345728","4.0000","9"
"tt5365042","6.9000","78"
"tt5365246","5.8000","23"
"tt5369048","9.4000","13"
"tt5371922","5.1000","78"
"tt5372638","5.2000","20"
"tt5376752","3.8000","31"
"tt5396396","5.8000","56"
"tt5424228","7.4000","964"
"tt5431034","5.8000","6"
"tt5431890","6.9000","108"
"tt5435730","6.8000","6"
"tt5447962","4.4000","48"
"tt5455878","7.2000","166"
"tt5457292","8.3000","18"
"tt5460276","7.1000","22179"
"tt5460658","8.3000","6237"
"tt5460986","7.0000","736"
"tt5463370","6.6000","180"
"tt5466630","6.8000","13"
"tt5469884","7.0000","7"
"tt5470266","7.8000","16"
"tt5473696","6.4000","41"
"tt5486164","8.2000","6"
"tt5496754","5.7000","17"
"tt5498350","7.8000","14"
"tt5499864","6.8000","24"
"tt5503586","8.3000","7"
"tt5505264","3.3000","97"
"tt5511546","5.8000","163"
"tt5514846","6.4000","194"
"tt5521666","3.7000","158"
"tt5522416","2.6000","117"
"tt5529726","8.4000","21"
"tt5539186","3.1000","83"
"tt5540040","6.9000","8"
"tt5541132","7.2000","747"
"tt5543416","8.2000","5"
"tt5545582","8.2000","36"
"tt5545984","7.0000","271"
"tt5546430","2.8000","34"
"tt5554314","7.4000","71"
"tt5560340","8.2000","5"
"tt5569768","8.1000","7"
"tt5573864","7.5000","15"
"tt5574342","4.4000","43"
"tt5579356","3.0000","192"
"tt5579650","7.1000","136"
"tt5581384","8.2000","12"
"tt5593770","6.9000","16"
"tt5595416","7.6000","76"
"tt5597202","5.8000","60"
"tt5599880","4.0000","24"
"tt5605508","8.1000","62"
"tt5610172","6.0000","46"
"tt5613322","7.7000","13"
"tt5613484","7.4000","23867"
"tt5619338","6.9000","9"
"tt5627260","5.3000","55"
"tt5641696","8.2000","39"
"tt5643730","3.7000","162"
"tt5644054","5.2000","11"
"tt5651220","5.6000","47"
"tt5655098","5.8000","27"
"tt5658296","5.1000","1113"
"tt5659322","2.5000","21"
"tt5660988","7.3000","21"
"tt5666158","9.0000","9"
"tt5668218","8.3000","6"
"tt5668822","4.7000","145"
"tt5669930","7.8000","5"
"tt5673714","3.8000","372"
"tt5676698","7.5000","11"
"tt5678028","4.5000","94"
"tt5686868","3.1000","181"
"tt5690810","6.9000","520"
"tt5700494","4.0000","68"
"tt5702566","3.0000","2988"
"tt5707548","6.2000","14"
"tt5707720","5.7000","160"
"tt5708172","3.8000","1087"
"tt5712644","6.1000","14"
"tt5717484","6.4000","66"
"tt5721784","6.8000","8"
"tt5722116","7.6000","1259"
"tt5727136","5.3000","89"
"tt5731444","6.7000","24"
"tt5739478","6.0000","185"
"tt5744820","8.1000","66"
"tt5749978","6.6000","22"
"tt5752374","5.7000","164"
"tt5761064","7.0000","25"
"tt5762180","7.5000","240"
"tt5763538","7.2000","6"
"tt5766942","9.2000","12"
"tt5773306","7.3000","6"
"tt5775302","3.4000","60"
"tt5777584","4.7000","43"
"tt5778150","8.8000","6"
"tt5780570","4.4000","99"
"tt5781266","8.4000","208"
"tt5786632","6.4000","125"
"tt5788388","8.0000","6"
"tt5791878","7.8000","8"
"tt5792652","7.4000","5"
"tt5794910","5.8000","6"
"tt5796838","6.2000","2181"
"tt5799362","4.6000","19"
"tt5803528","4.3000","505"
"tt5804206","6.7000","34"
"tt5805768","8.2000","51"
"tt5814912","5.4000","11"
"tt5815434","6.6000","62"
"tt5819870","7.3000","17"
"tt5824052","4.0000","34"
"tt5824926","6.2000","16"
"tt5825186","7.4000","46"
"tt5826432","6.1000","2263"
"tt5834832","5.8000","12"
"tt5843838","5.3000","980"
"tt5859458","4.5000","23"
"tt5860084","5.8000","539"
"tt5860356","7.5000","36"
"tt5868596","9.2000","136"
"tt5871318","4.0000","356"
"tt5882278","8.2000","5"
"tt5885148","8.3000","138"
"tt5891194","7.9000","39"
"tt5891488","6.7000","26"
"tt5896962","6.1000","896"
"tt5898218","6.9000","63"
"tt5906392","8.1000","2785"
"tt5909186","6.6000","5"
"tt5910274","7.4000","5"
"tt5911540","4.1000","20"
"tt5911546","6.6000","151"
"tt5912052","6.6000","365"
"tt5914996","7.6000","1534"
"tt5915734","5.6000","96"
"tt5922580","4.1000","80"
"tt5924852","6.7000","98"
"tt5927570","7.6000","18"
"tt5927954","3.5000","32"
"tt5929226","6.9000","426"
"tt5936578","5.3000","64"
"tt5938798","9.0000","6"
"tt5943708","6.3000","206"
"tt5950092","2.1000","68"
"tt5952266","7.9000","2384"
"tt5956078","7.3000","9"
"tt5957776","6.1000","10"
"tt5958060","4.6000","226"
"tt5959700","4.6000","807"
"tt5964694","6.3000","91"
"tt5966350","6.4000","34"
"tt5970756","8.4000","20"
"tt5974044","5.2000","276"
"tt5975242","7.3000","133"
"tt5976860","7.4000","64"
"tt5981656","9.0000","23"
"tt5986738","6.4000","129"
"tt5989056","4.5000","107"
"tt6003368","4.4000","5635"
"tt6012750","4.2000","20"
"tt6021632","6.9000","12"
"tt6022266","6.8000","5"
"tt6028234","1.0000","107"
"tt6029796","8.0000","8"
"tt6038542","8.0000","6"
"tt6047374","4.4000","212"
"tt6047844","1.8000","208"
"tt6048414","5.6000","191"
"tt6059352","3.6000","30"
"tt6059570","8.4000","69"
"tt6063014","5.8000","321"
"tt6064228","6.6000","16"
"tt6066172","1.6000","10"
"tt6068746","6.5000","43"
"tt6081670","5.6000","2074"
"tt6085922","8.0000","28"
"tt6086614","6.8000","280"
"tt6089358","3.8000","561"
"tt6091332","5.9000","30"
"tt6096308","5.1000","518"
"tt6101516","4.9000","33"
"tt6104322","5.4000","25"
"tt6105406","7.3000","240"
"tt6112986","7.7000","10"
"tt6113666","6.3000","10"
"tt6116856","7.0000","14474"
"tt6131208","6.6000","252"
"tt6131328","1.5000","22"
"tt6133094","7.2000","5"
"tt6135042","6.6000","578"
"tt6138226","8.3000","6"
"tt6139026","6.6000","415"
"tt6147260","6.1000","876"
"tt6155190","8.0000","310"
"tt6156338","8.7000","15"
"tt6162978","6.6000","7"
"tt6167910","6.4000","5"
"tt6173418","6.5000","35"
"tt6175764","6.8000","1191"
"tt6187794","8.5000","19"
"tt6193522","9.3000","39"
"tt6194470","8.2000","5"
"tt6194540","5.7000","219"
"tt6195904","6.2000","21"
"tt6197094","5.6000","732"
"tt6202690","5.6000","46"
"tt6214958","7.7000","29"
"tt6217126","8.5000","10"
"tt6219484","5.6000","227"
"tt6220252","6.9000","175"
"tt6225842","7.3000","50"
"tt6235906","6.1000","75"
"tt6238628","8.7000","18"
"tt6239558","6.6000","7"
"tt6240032","5.6000","15"
"tt6240976","6.1000","51"
"tt6242752","7.8000","13"
"tt6249636","7.2000","13"
"tt6255606","8.0000","17"
"tt6260092","7.0000","8"
"tt6260098","6.3000","7"
"tt6263214","9.1000","41"
"tt6268460","7.3000","9"
"tt6269308","7.4000","25"
"tt6273862","7.1000","220"
"tt6277824","6.9000","621"
"tt6281886","6.6000","107"
"tt6284564","3.5000","972"
"tt6305910","7.8000","10"
"tt6314426","6.5000","6"
"tt6315466","6.5000","39"
"tt6316170","8.9000","184"
"tt6316856","4.7000","18"
"tt6318712","6.6000","794"
"tt6319914","8.9000","14"
"tt6327966","1.8000","20"
"tt6333242","5.7000","10"
"tt6338444","3.5000","63"
"tt6343596","3.3000","18"
"tt6354178","5.2000","21"
"tt6360394","6.6000","100"
"tt6363190","8.8000","5"
"tt6367558","6.2000","8160"
"tt6386748","7.7000","4480"
"tt6388200","3.5000","55"
"tt6389070","5.7000","21"
"tt6390580","8.0000","132"
"tt6397284","6.3000","6"
"tt6400922","6.8000","5"
"tt6404166","7.7000","9"
"tt6409490","5.1000","11"
"tt6416676","6.6000","347"
"tt6419420","2.3000","6"
"tt6422938","5.2000","1024"
"tt6428170","8.9000","8"
"tt6433456","7.2000","2497"
"tt6433842","6.9000","9"
"tt6435230","8.7000","19"
"tt6441096","8.0000","7"
"tt6445278","5.7000","198"
"tt6448076","8.8000","5"
"tt6448528","4.9000","15"
"tt6449820","8.2000","12"
"tt6449892","4.5000","6"
"tt6464252","4.7000","50"
"tt6464512","5.5000","36"
"tt6467114","7.6000","5"
"tt6470522","5.8000","10"
"tt6471072","8.6000","27"
"tt6481136","8.7000","7"
"tt6484982","7.7000","12734"
"tt6493472","5.4000","151"
"tt6499516","6.2000","16"
"tt6510288","7.4000","23"
"tt6522688","7.7000","15"
"tt6527838","6.9000","226"
"tt6537508","5.5000","1431"
"tt6538242","8.2000","6"
"tt6543074","7.2000","6"
"tt6543328","6.2000","17"
"tt6544498","6.7000","148"
"tt6551372","8.4000","18"
"tt6556890","5.9000","9211"
"tt6558436","7.7000","6"
"tt6562252","7.9000","26"
"tt6566878","4.6000","40"
"tt6567406","1.7000","140"
"tt6568410","8.0000","80"
"tt6572702","4.8000","3185"
"tt6574240","5.1000","146"
"tt6574246","4.0000","191"
"tt6582774","4.4000","22"
"tt6583972","5.8000","39"
"tt6593846","6.8000","8"
"tt6596216","8.8000","13"
"tt6601954","7.4000","188"
"tt6608138","7.8000","701"
"tt6609042","4.7000","31"
"tt6619548","9.0000","10"
"tt6623456","9.4000","7"
"tt0409847","6.0000","195889"
"tt0441779","7.3000","16"
"tt0459748","6.8000","3358"
"tt0460809","8.6000","17"
"tt0476023","7.3000","64"
"tt0493076","5.3000","2246"
"tt1049409","7.0000","85"
"tt1063327","4.3000","422"
"tt1065073","7.9000","315584"
"tt1067765","6.2000","15924"
"tt1100051","5.1000","6239"
"tt1106860","6.0000","8605"
"tt1119192","6.2000","53"
"tt1138481","6.4000","2789"
"tt1153700","6.2000","278"
"tt1161864","6.0000","85604"
"tt1167611","7.2000","2937"
"tt1167675","5.6000","8024"
"tt1189073","7.6000","123434"
"tt1189267","7.0000","71"
"tt1194612","7.4000","2697"
"tt1204984","4.6000","15"
"tt1205506","5.8000","206"
"tt1207922","7.2000","85"
"tt1220217","4.5000","654"
"tt1220625","4.9000","264"
"tt1227931","4.6000","1167"
"tt1228987","7.1000","107012"
"tt1235855","4.8000","107"
"tt1238762","8.1000","55"
"tt1242520","6.7000","6"
"tt1242715","6.0000","22"
"tt1242787","4.8000","127"
"tt1243631","4.6000","18"
"tt1245534","5.5000","61"
"tt1262958","7.5000","297"
"tt1270087","5.2000","50"
"tt1270267","6.1000","149"
"tt1270766","5.9000","1157"
"tt1282153","6.3000","1547"
"tt1285009","5.2000","21614"
"tt1291547","5.7000","6747"
"tt1296162","6.5000","224"
"tt1296172","3.8000","230"
"tt1296464","9.0000","6"
"tt1298594","4.4000","2949"
"tt1302011","7.2000","228465"
"tt1305039","5.6000","115"
"tt1307858","6.2000","1182"
"tt1307990","8.7000","11"
"tt1316089","7.7000","59"
"tt1318042","4.2000","25"
"tt1320296","4.2000","3178"
"tt1326736","6.1000","16"
"tt1326871","8.1000","30"
"tt1329456","6.0000","26"
"tt1335992","3.7000","457"
"tt1338552","7.1000","16"
"tt1343703","7.5000","7970"
"tt1344337","5.3000","348"
"tt1352388","3.9000","5236"
"tt1361828","4.8000","1005"
"tt1362058","5.9000","17401"
"tt1366365","4.9000","33039"
"tt1370428","6.1000","83"
"tt1380912","5.2000","100"
"tt1385633","6.6000","555"
"tt1388388","5.1000","59"
"tt1411238","6.2000","197663"
"tt1411250","6.4000","144821"
"tt1424038","4.4000","308"
"tt1428459","5.6000","2614"
"tt1431045","8.0000","820847"
"tt1431065","6.6000","1835"
"tt1433183","3.8000","118"
"tt1433207","6.1000","8511"
"tt1436036","7.0000","18"
"tt1440180","6.7000","2593"
"tt1441931","7.4000","5"
"tt1442275","7.4000","5"
"tt1446716","4.3000","43"
"tt1447493","6.8000","214"
"tt1450318","6.4000","38"
"tt1450328","6.8000","970"
"tt1454910","6.8000","1547"
"tt1457765","5.3000","15190"
"tt1462411","5.8000","1704"
"tt1467378","6.6000","17"
"tt1479209","4.8000","96"
"tt1482453","7.0000","6"
"tt1482457","6.3000","15"
"tt1482989","6.5000","1752"
"tt1487916","6.8000","196"
"tt1490637","7.4000","273"
"tt1493243","6.0000","773"
"tt1502409","8.6000","5"
"tt1503110","7.4000","8"
"tt1504397","5.9000","104"
"tt1507961","8.5000","14"
"tt1509269","6.3000","16"
"tt1511425","4.4000","452"
"tt1513891","8.2000","13"
"tt1517214","6.2000","2012"
"tt1517236","6.3000","38"
"tt1520973","6.3000","36"
"tt1521080","5.8000","40"
"tt1521237","5.3000","112"
"tt1521655","8.2000","16"
"tt1523352","8.5000","15"
"tt1523485","4.3000","1101"
"tt1524137","6.5000","111709"
"tt1525838","6.6000","1048"
"tt1526578","6.4000","1359"
"tt1527837","5.6000","23"
"tt1528246","7.3000","28"
"tt1529557","3.8000","8"
"tt1530488","6.7000","43"
"tt1530900","5.8000","72"
"tt1533053","6.0000","2599"
"tt1535108","6.6000","395572"
"tt1535612","5.1000","15743"
"tt1536440","6.3000","918"
"tt1540133","7.3000","75183"
"tt1542045","7.6000","14"
"tt1542482","6.8000","1411"
"tt1542768","5.9000","17199"
"tt1554426","5.9000","385"
"tt1554921","4.4000","333"
"tt1560988","8.2000","8"
"tt1560993","5.8000","1381"
"tt1564907","5.7000","25"
"tt1568150","7.4000","3496"
"tt1568324","4.7000","13"
"tt1570559","6.5000","3471"
"tt1571222","6.4000","93259"
"tt1571408","4.6000","277"
"tt1573485","4.3000","134"
"tt1577058","7.4000","31"
"tt1579361","7.8000","7729"
"tt1582244","7.3000","1606"
"tt1582271","5.5000","6006"
"tt1582519","7.6000","7243"
"tt1583303","6.5000","715"
"tt1590252","7.2000","146"
"tt1590317","7.8000","12"
"tt1591469","5.0000","17"
"tt1592843","8.0000","6"
"tt1593708","5.6000","5"
"tt1595061","6.1000","370"
"tt1596363","7.8000","309227"
"tt1596745","3.0000","200"
"tt1600841","6.5000","153"
"tt1601226","7.3000","47"
"tt1602011","7.6000","16"
"tt1602480","4.6000","61"
"tt1607577","5.6000","887"
"tt1610394","4.5000","314"
"tt1610516","7.0000","559"
"tt1612319","5.0000","2328"
"tt1615136","5.0000","80"
"tt1616539","5.4000","11"
"tt1617055","8.7000","6"
"tt1619030","7.2000","17"
"tt1619889","5.6000","22"
"tt1621432","5.5000","509"
"tt1621795","6.7000","23"
"tt1621966","8.0000","52"
"tt1621977","6.8000","23"
"tt1623630","6.9000","11"
"tt1623660","5.6000","188"
"tt1623745","6.2000","4565"
"tt1627059","6.6000","5"
"tt1630031","5.8000","97"
"tt1630282","4.9000","256"
"tt1631681","4.8000","15"
"tt1631783","5.3000","132"
"tt1634300","5.0000","894"
"tt1637660","5.9000","121"
"tt1637706","6.4000","80738"
"tt1637712","4.4000","274"
"tt1639826","6.0000","5239"
"tt1640220","2.2000","370"
"tt1641640","3.9000","108"
"tt1645035","7.0000","8"
"tt1648186","7.0000","1108"
"tt1650028","6.0000","2500"
"tt1650056","5.7000","652"
"tt1652209","6.9000","26"
"tt1653950","6.4000","242"
"tt1653956","6.8000","25"
"tt1655441","7.2000","138924"
"tt1656648","8.2000","739"
"tt1657318","3.6000","23"
"tt1657885","7.1000","94"
"tt1661832","7.7000","102"
"tt1662500","6.7000","2065"
"tt1663661","6.1000","539"
"tt1663673","5.7000","1509"
"tt1663999","5.1000","315"
"tt1664006","5.2000","109"
"tt1666169","3.9000","365"
"tt1666540","7.4000","9"
"tt1666792","7.2000","94"
"tt1667190","6.6000","219"
"tt1667355","6.4000","8890"
"tt1667473","6.9000","25"
"tt1668189","6.7000","810"
"tt1675265","8.4000","103"
"tt1675733","4.6000","68"
"tt1677561","7.5000","4366"
"tt1679655","6.8000","11"
"tt1680052","5.7000","9"
"tt1680114","6.6000","15712"
"tt1682186","6.1000","1610"
"tt1684913","7.3000","1256"
"tt1686327","4.2000","593"
"tt1686795","6.1000","31"
"tt1686899","6.2000","5"
"tt1690543","7.8000","13"
"tt1690953","7.4000","344230"
"tt1691153","4.9000","638"
"tt1692504","6.3000","7305"
"tt1692882","5.5000","8"
"tt1695761","6.1000","38"
"tt1695763","5.1000","899"
"tt1697874","7.9000","10"
"tt1697922","8.6000","358"
"tt1699745","6.0000","674"
"tt1700489","6.5000","324"
"tt1702435","6.0000","43"
"tt1702455","7.9000","16"
"tt1703125","5.8000","2410"
"tt1704234","6.5000","19"
"tt1706446","4.2000","21"
"tt1706596","6.9000","2464"
"tt1706691","7.6000","276"
"tt1708458","2.8000","50"
"tt1708491","6.5000","369"
"tt1709097","6.8000","17"
"tt1709654","6.2000","4011"
"tt1710260","8.1000","55"
"tt1710994","5.3000","170"
"tt1711465","6.1000","666"
"tt1713499","8.1000","15"
"tt1713999","7.7000","18"
"tt1714617","5.4000","103"
"tt1716777","7.1000","39618"
"tt1717561","4.3000","27"
"tt1723642","5.5000","3211"
"tt1724561","6.1000","66"
"tt1725657","6.4000","5"
"tt1725807","5.5000","43"
"tt1727307","3.8000","52"
"tt1732651","3.1000","131"
"tt1733234","7.0000","5"
"tt1733481","6.7000","20"
"tt1734442","5.5000","121"
"tt1734493","6.2000","23348"
"tt1736050","7.1000","49"
"tt1737118","6.2000","157"
"tt1737267","6.3000","271"
"tt1738351","6.0000","923"
"tt1740480","3.1000","524"
"tt1740725","4.5000","2202"
"tt1744574","9.2000","33"
"tt1744787","6.8000","13"
"tt1744850","7.9000","93"
"tt1745923","8.9000","8"
"tt1746196","4.3000","95"
"tt1748051","3.7000","289"
"tt1748260","6.4000","1792"
"tt1753789","6.9000","426"
"tt1754249","8.0000","57"
"tt1754416","7.3000","64"
"tt1754601","5.7000","9"
"tt1754629","5.9000","169"
"tt1754785","4.2000","5"
"tt1756693","8.9000","19"
"tt1756839","5.0000","28"
"tt1758770","5.7000","85"
"tt1760986","5.7000","32"
"tt1762358","4.5000","575"
"tt1764199","6.8000","11"
"tt1764285","5.4000","548"
"tt1764600","5.2000","3539"
"tt1770685","5.5000","20"
"tt1770767","8.2000","29"
"tt1772270","6.1000","1761"
"tt1772860","7.2000","18"
"tt1772925","7.9000","30803"
"tt1773020","6.6000","689"
"tt1773039","4.9000","261"
"tt1773466","5.1000","9"
"tt1773538","6.2000","6"
"tt1773552","6.8000","909"
"tt1773753","5.1000","4398"
"tt1774319","6.8000","125"
"tt1774358","6.5000","1122"
"tt1774569","6.9000","14"
"tt1776900","4.9000","42"
"tt1777610","7.6000","787"
"tt1779808","8.0000","6"
"tt1781767","5.8000","109"
"tt1786490","8.2000","345"
"tt1786714","2.0000","465"
"tt1789024","6.1000","28"
"tt1790669","5.1000","413"
"tt1790672","6.5000","59"
"tt1791678","8.3000","18"
"tt1792624","8.8000","23"
"tt1795554","8.8000","5"
"tt1795674","8.3000","15"
"tt1798108","6.3000","682"
"tt1798287","6.3000","6"
"tt1800351","5.4000","1123"
"tt1800379","6.0000","715"
"tt1800406","6.7000","15"
"tt1800736","7.4000","58"
"tt1801801","6.6000","74"
"tt1808314","8.0000","7"
"tt1810591","7.4000","7"
"tt1811303","5.0000","67"
"tt1813375","6.4000","16"
"tt1814644","5.5000","188"
"tt1815633","3.6000","547"
"tt1815691","5.6000","5"
"tt1815799","6.2000","2138"
"tt1817276","4.0000","1537"
"tt1817709","7.2000","5"
"tt1820517","7.6000","13"
"tt1820707","4.6000","170"
"tt1821449","6.0000","424"
"tt1822355","6.2000","38"
"tt1823130","8.2000","14"
"tt1825074","7.8000","14"
"tt1826030","2.8000","34"
"tt1826593","5.4000","1118"
"tt1826660","6.5000","3127"
"tt1827387","7.4000","7"
"tt1827491","6.9000","9"
"tt1828311","5.6000","8"
"tt1830713","5.3000","6446"
"tt1831623","5.7000","197"
"tt1832937","6.2000","117"
"tt1833844","6.2000","12921"
"tt1833854","7.5000","20"
"tt1833878","5.7000","35"
"tt1836099","7.0000","891"
"tt1836740","7.6000","9"
"tt1836994","7.7000","102"
"tt1837703","6.2000","36392"
"tt1838557","6.7000","11"
"tt1838609","3.9000","52"
"tt1838618","3.7000","1205"
"tt1839597","6.4000","25"
"tt1841745","6.0000","220"
"tt1841845","6.5000","8"
"tt1843202","5.4000","1435"
"tt1843880","5.7000","806"
"tt1843917","6.4000","13"
"tt1845872","7.3000","95"
"tt1846473","4.7000","341"
"tt1846612","5.6000","349"
"tt1846739","7.7000","12"
"tt1847615","5.7000","479"
"tt1847731","7.3000","15475"
"tt1849113","7.6000","37"
"tt1850459","4.7000","38"
"tt1851034","7.7000","12"
"tt1852110","6.7000","66"
"tt1852154","6.1000","138"
"tt1853646","4.2000","8"
"tt1855231","6.6000","5"
"tt1855232","4.6000","250"
"tt1855249","6.7000","14"
"tt1855593","7.7000","10"
"tt1856022","7.5000","361"
"tt1857673","5.4000","22"
"tt1858788","7.4000","14"
"tt1859466","5.8000","10"
"tt1859650","6.3000","79381"
"tt1860238","6.1000","1327"
"tt1861293","6.1000","22"
"tt1863171","8.7000","7"
"tt1867008","5.8000","6"
"tt1867539","3.8000","372"
"tt1869245","7.1000","9"
"tt1869335","6.3000","9"
"tt1871420","3.2000","155"
"tt1873591","4.9000","230"
"tt1874615","5.2000","229"
"tt1874649","2.5000","588"
"tt1877669","3.9000","62"
"tt1880331","7.6000","12"
"tt1880921","8.3000","9"
"tt1881045","6.0000","227"
"tt1882116","6.8000","68"
"tt1884335","7.3000","16"
"tt1884457","5.1000","3637"
"tt1887713","6.8000","31"
"tt1887936","7.7000","6"
"tt1891766","7.4000","19"
"tt1891790","7.4000","17"
"tt1891939","7.0000","47"
"tt1896815","6.2000","5"
"tt1896818","7.8000","6"
"tt1897949","7.0000","533"
"tt1899186","6.8000","18"
"tt1908504","5.6000","46"
"tt1911644","6.7000","103780"
"tt1913024","7.5000","11"
"tt1913051","7.4000","24"
"tt1914189","6.7000","11"
"tt1918942","4.9000","14"
"tt1922699","7.2000","197"
"tt1925411","6.9000","7"
"tt1926229","5.4000","7"
"tt1927041","5.2000","42"
"tt1927055","5.7000","17"
"tt1927124","6.2000","28"
"tt1931388","7.7000","2955"
"tt1935089","5.7000","2974"
"tt1937092","4.3000","1213"
"tt1937097","5.3000","121"
"tt1941638","7.2000","1232"
"tt1941655","5.4000","31"
"tt1943035","3.8000","292"
"tt1945148","8.2000","19"
"tt1948001","7.3000","83"
"tt1949137","5.9000","114"
"tt1949549","7.8000","12"
"tt1949610","7.8000","6"
"tt1954432","7.8000","13"
"tt1954961","5.9000","60"
"tt1956637","7.5000","60"
"tt1957886","5.3000","1006"
"tt1959346","5.7000","1001"
"tt1959550","6.6000","68"
"tt1961143","8.9000","7"
"tt1964706","6.2000","6"
"tt1966475","7.2000","50"
"tt1966498","7.3000","9"
"tt1967632","7.9000","18"
"tt1969175","6.0000","596"
"tt1971403","4.5000","712"
"tt1972740","3.7000","106"
"tt1974232","7.2000","10"
"tt1976000","6.2000","27542"
"tt1977754","7.0000","67"
"tt1978467","4.0000","75"
"tt1979162","5.1000","16"
"tt1980135","1.1000","55"
"tt1981107","7.1000","15372"
"tt1986204","6.6000","799"
"tt1986894","6.0000","24"
"tt1987019","6.8000","20"
"tt1987567","6.3000","36"
"tt1988699","7.6000","359"
"tt1989425","8.8000","53"
"tt1991193","7.2000","5"
